NACE_CODE_1;NACE_CODE_2;NACE-Level;NACE Category Name;DIT Main Category;DIT Sub Category;DIT.ID.x
A;A;1;Agriculture,forestry and fishing;Agriculture, Forestry, Fishing;;1000
A1;A1;2;Crop and animal production, hunting and related service activities;Agriculture, Forestry, Fishing;Agriculture;1001
A11;A1.1;3;Growing of non-perennial crops;Agriculture, Forestry, Fishing;Agriculture;1001
A111;A1.11;4;Growing of cereals (except rice), leguminous crops and oil seeds;Agriculture, Forestry, Fishing;Agriculture;1001
A112;A1.12;4;Growing of rice;Agriculture, Forestry, Fishing;Agriculture;1001
A113;A1.13;4;Growing of vegetables and melons, roots and tubers;Agriculture, Forestry, Fishing;Agriculture;1001
A114;A1.14;4;Growing of sugar cane;Agriculture, Forestry, Fishing;Agriculture;1001
A115;A1.15;4;Growing of tobacco;Agriculture, Forestry, Fishing;Agriculture;1001
A116;A1.16;4;Growing of fibre crops;Agriculture, Forestry, Fishing;Agriculture;1001
A119;A1.19;4;Growing of other non-perennial crops;Agriculture, Forestry, Fishing;Agriculture;1001
A12;A1.2;3;Growing of perennial crops;Agriculture, Forestry, Fishing;Agriculture;1001
A121;A1.21;4;Growing of grapes;Agriculture, Forestry, Fishing;Agriculture;1001
A122;A1.22;4;Growing of tropical and subtropical fruits;Agriculture, Forestry, Fishing;Agriculture;1001
A123;A1.23;4;Growing of citrus fruits;Agriculture, Forestry, Fishing;Agriculture;1001
A124;A1.24;4;Growing of pome fruits and stone fruits;Agriculture, Forestry, Fishing;Agriculture;1001
A125;A1.25;4;Growing of other tree and bush fruits and nuts;Agriculture, Forestry, Fishing;Agriculture;1001
A126;A1.26;4;Growing of oleaginous fruits;Agriculture, Forestry, Fishing;Agriculture;1001
A127;A1.27;4;Growing of beverage crops;Agriculture, Forestry, Fishing;Agriculture;1001
A128;A1.28;4;Growing of spices, aromatic, drug and pharmaceutical crops;Agriculture, Forestry, Fishing;Agriculture;1001
A129;A1.29;4;Growing of other perennial crops;Agriculture, Forestry, Fishing;Agriculture;1001
A13;A1.3;3;Plant propagation;Agriculture, Forestry, Fishing;Agriculture;1001
A130;A1.30;4;Plant propagation;Agriculture, Forestry, Fishing;Agriculture;1001
A14;A1.4;3;Animal production;Agriculture, Forestry, Fishing;Agriculture;1001
A141;A1.41;4;Raising of dairy cattle;Agriculture, Forestry, Fishing;Agriculture;1001
A142;A1.42;4;Raising of other cattle and buffaloes;Agriculture, Forestry, Fishing;Agriculture;1001
A143;A1.43;4;Raising of horses and other equines;Agriculture, Forestry, Fishing;Agriculture;1001
A144;A1.44;4;Raising of camels and camelids;Agriculture, Forestry, Fishing;Agriculture;1001
A145;A1.45;4;Raising of sheep and goats;Agriculture, Forestry, Fishing;Agriculture;1001
A146;A1.46;4;Raising of swine/pigs;Agriculture, Forestry, Fishing;Agriculture;1001
A147;A1.47;4;Raising of poultry;Agriculture, Forestry, Fishing;Agriculture;1001
A149;A1.49;4;Raising of other animals;Agriculture, Forestry, Fishing;Agriculture;1001
A15;A1.5;3;Mixed farming;Agriculture, Forestry, Fishing;Agriculture;1001
A150;A1.50;4;Mixed farming;Agriculture, Forestry, Fishing;Agriculture;1001
A16;A1.6;3;Support activities to agriculture and post-harvest crop activities;Agriculture, Forestry, Fishing;Agriculture;1001
A161;A1.61;4;Support activities for crop production;Agriculture, Forestry, Fishing;Agriculture;1001
A162;A1.62;4;Support activities for animal production;Agriculture, Forestry, Fishing;Agriculture;1001
A163;A1.63;4;Post-harvest crop activities;Agriculture, Forestry, Fishing;Agriculture;1001
A164;A1.64;4;Seed processing for propagation;Agriculture, Forestry, Fishing;Agriculture;1001
A17;A1.7;3;Hunting, trapping and related service activities;Agriculture, Forestry, Fishing;Agriculture;1001
A170;A1.70;4;Hunting, trapping and related service activities;Agriculture, Forestry, Fishing;Agriculture;1001
N7731;N77.31;4;Renting and leasing of agricultural machinery and equipment;Agriculture, Forestry, Fishing;Agriculture;1001
A3;A3;2;Fishing and aquaculture;Agriculture, Forestry, Fishing;Fishing;1002
A31;A3.1;3;Fishing;Agriculture, Forestry, Fishing;Fishing;1002
A311;A3.11;4;Marine fishing;Agriculture, Forestry, Fishing;Fishing;1002
A312;A3.12;4;Freshwater fishing;Agriculture, Forestry, Fishing;Fishing;1002
A32;A3.2;3;Aquaculture;Agriculture, Forestry, Fishing;Fishing;1002
A321;A3.21;4;Marine aquaculture;Agriculture, Forestry, Fishing;Fishing;1002
A322;A3.22;4;Freshwater aquaculture;Agriculture, Forestry, Fishing;Fishing;1002
A2;A2;2;Forestry and logging;Agriculture, Forestry, Fishing;Forestry;1003
A21;A2.1;3;Silviculture and other forestry activities;Agriculture, Forestry, Fishing;Forestry;1003
A210;A2.10;4;Silviculture and other forestry activities;Agriculture, Forestry, Fishing;Forestry;1003
A22;A2.2;3;Logging;Agriculture, Forestry, Fishing;Forestry;1003
A220;A2.20;4;Logging;Agriculture, Forestry, Fishing;Forestry;1003
A23;A2.3;3;Gathering of wild growing non-wood products;Agriculture, Forestry, Fishing;Forestry;1003
A230;A2.30;4;Gathering of wild growing non-wood products;Agriculture, Forestry, Fishing;Forestry;1003
A24;A2.4;3;Support services to forestry;Agriculture, Forestry, Fishing;Forestry;1003
A240;A2.40;4;Support services to forestry;Agriculture, Forestry, Fishing;Forestry;1003
No Nace;No Nace;No Nace;No Nace;Agriculture, Forestry, Fishing;Other (Agriculture, Forestry, Fishing);1099
B;B;1;Mining and quarrying;Mining and Drilling;;1100
B5;B5;2;Mining of coal and lignite;Mining and Drilling;Mining and Drilling;1101
B51;B5.1;3;Mining of hard coal;Mining and Drilling;Mining and Drilling;1101
B510;B5.10;4;Mining of hard coal;Mining and Drilling;Mining and Drilling;1101
B52;B5.2;3;Mining of lignite;Mining and Drilling;Mining and Drilling;1101
B520;B5.20;4;Mining of lignite;Mining and Drilling;Mining and Drilling;1101
B6;B6;2;Extraction of crude petroleum and natural gas;Mining and Drilling;Mining and Drilling;1101
B61;B6.1;3;Extraction of crude petroleum;Mining and Drilling;Mining and Drilling;1101
B610;B6.10;4;Extraction of crude petroleum;Mining and Drilling;Mining and Drilling;1101
B62;B6.2;3;Extraction of natural gas;Mining and Drilling;Mining and Drilling;1101
B620;B6.20;4;Extraction of natural gas;Mining and Drilling;Mining and Drilling;1101
B7;B7;2;Mining of metal ores;Mining and Drilling;Mining and Drilling;1101
B71;B7.1;3;Mining of iron ores;Mining and Drilling;Mining and Drilling;1101
B710;B7.10;4;Mining of iron ores;Mining and Drilling;Mining and Drilling;1101
B72;B7.2;3;Mining of non-ferrous metal ores;Mining and Drilling;Mining and Drilling;1101
B721;B7.21;4;Mining of uranium and thorium ores;Mining and Drilling;Mining and Drilling;1101
B729;B7.29;4;Mining of other non-ferrous metal ores;Mining and Drilling;Mining and Drilling;1101
B8;B8;2;Other mining and quarrying;Mining and Drilling;Mining and Drilling;1101
B81;B8.1;3;Quarrying of stone, sand and clay;Mining and Drilling;Mining and Drilling;1101
B811;B8.11;4;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate;Mining and Drilling;Mining and Drilling;1101
B812;B8.12;4;"Operation of gravel and sand pits; mining of clays and kaolin";Mining and Drilling;Mining and Drilling;1101
B89;B8.9;3;Mining and quarrying n.e.c.;Mining and Drilling;Mining and Drilling;1101
B891;B8.91;4;Mining of chemical and fertiliser minerals;Mining and Drilling;Mining and Drilling;1101
B892;B8.92;4;Extraction of peat;Mining and Drilling;Mining and Drilling;1101
B893;B8.93;4;Extraction of salt;Mining and Drilling;Mining and Drilling;1101
B899;B8.99;4;Other mining and quarrying n.e.c.;Mining and Drilling;Mining and Drilling;1101
B9;B9;2;Mining support service activities;Mining and Drilling;Mining and Drilling;1101
B91;B9.1;3;Support activities for petroleum and natural gas extraction;Mining and Drilling;Mining and Drilling;1101
B910;B9.10;4;Support activities for petroleum and natural gas extraction;Mining and Drilling;Mining and Drilling;1101
B99;B9.9;3;Support activities for other mining and quarrying;Mining and Drilling;Mining and Drilling;1101
B990;B9.90;4;Support activities for other mining and quarrying;Mining and Drilling;Mining and Drilling;1101
C2892;C28.92;4;Manufacture of machinery for mining, quarrying and construction;Mining and Drilling;Mining and Drilling;1101
G4672;G46.72;4;Wholesale of metals and metal ores;Mining and Drilling;Mining and Drilling;1101
C2015;C20.15;4;Manufacture of fertilisers and nitrogen compounds;Manufacturing ;"Manufacturing of Agricultural, Forestry and Gardening Supplies
";1201
C202;C20.2;3;Manufacture of pesticides and other agrochemical products;Manufacturing ;"Manufacturing of Agricultural, Forestry and Gardening Supplies
";1201
C2020;C20.20;4;Manufacture of pesticides and other agrochemical products;Manufacturing ;"Manufacturing of Agricultural, Forestry and Gardening Supplies
";1201
C283;C28.3;3;Manufacture of agricultural and forestry machinery;Manufacturing ;"Manufacturing of Agricultural, Forestry and Gardening Supplies
";1201
C2830;C28.30;4;Manufacture of agricultural and forestry machinery;Manufacturing ;"Manufacturing of Agricultural, Forestry and Gardening Supplies
";1201
C19;C19;2;Manufacture of coke and refined petroleum products;Manufacturing ;Manufacturing of Chemicals;1202
C191;C19.1;3;Manufacture of coke oven products;Manufacturing ;Manufacturing of Chemicals;1202
C1910;C19.10;4;Manufacture of coke oven products;Manufacturing ;Manufacturing of Chemicals;1202
C192;C19.2;3;Manufacture of refined petroleum products;Manufacturing ;Manufacturing of Chemicals;1202
C1920;C19.20;4;Manufacture of refined petroleum products;Manufacturing ;Manufacturing of Chemicals;1202
C2011;C20.11;4;Manufacture of industrial gases;Manufacturing ;Manufacturing of Chemicals;1202
C2012;C20.12;4;Manufacture of dyes and pigments;Manufacturing ;Manufacturing of Chemicals;1202
C2013;C20.13;4;Manufacture of other inorganic basic chemicals;Manufacturing ;Manufacturing of Chemicals;1202
C2014;C20.14;4;Manufacture of other organic basic chemicals;Manufacturing ;Manufacturing of Chemicals;1202
C2016;C20.16;4;Manufacture of plastics in primary forms;Manufacturing ;Manufacturing of Chemicals;1202
C2017;C20.17;4;Manufacture of synthetic rubber in primary forms;Manufacturing ;Manufacturing of Chemicals;1202
C203;C20.3;3;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;Manufacturing ;Manufacturing of Chemicals;1202
C2030;C20.30;4;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;Manufacturing ;Manufacturing of Chemicals;1202
C2041;C20.41;4;Manufacture of soap and detergents, cleaning and polishing preparations;Manufacturing ;Manufacturing of Chemicals;1202
C2051;C20.51;4;Manufacture of explosives;Manufacturing ;Manufacturing of Chemicals;1202
C2052;C20.52;4;Manufacture of glues;Manufacturing ;Manufacturing of Chemicals;1202
C2059;C20.59;4;Manufacture of other chemical products n.e.c.;Manufacturing ;Manufacturing of Chemicals;1202
C13;C13;2;Manufacture of textiles;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C131;C13.1;3;Preparation and spinning of textile fibres;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1310;C13.10;4;Preparation and spinning of textile fibres;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C132;C13.2;3;Weaving of textiles;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1320;C13.20;4;Weaving of textiles;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C133;C13.3;3;Finishing of textiles;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1330;C13.30;4;Finishing of textiles;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C139;C13.9;3;Manufacture of other textiles;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1391;C13.91;4;Manufacture of knitted and crocheted fabrics;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1392;C13.92;4;Manufacture of made-up textile articles, except apparel;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1393;C13.93;4;Manufacture of carpets and rugs;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1394;C13.94;4;Manufacture of cordage, rope, twine and netting;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1395;C13.95;4;Manufacture of non-wovens and articles made from non;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1396;C13.96;4;Manufacture of other technical and industrial textiles;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1399;C13.99;4;Manufacture of other textiles n.e.c.;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C14;C14;2;Manufacture of wearing apparel;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C141;C14.1;3;Manufacture of wearing apparel, except fur apparel;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1411;C14.11;4;Manufacture of leather Clothes and Accessories;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1412;C14.12;4;Manufacture of workwear;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1413;C14.13;4;Manufacture of other outerwear;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1414;C14.14;4;Manufacture of underwear;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1419;C14.19;4;Manufacture of other wearing apparel and accessories;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C142;C14.2;3;Manufacture of articles of fur;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1420;C14.20;4;Manufacture of articles of fur;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C143;C14.3;3;Manufacture of knitted and crocheted apparel;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1431;C14.31;4;Manufacture of knitted and crocheted hosiery;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1439;C14.39;4;Manufacture of other knitted and crocheted apparel;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C15;C15;2;Manufacture of leather and related products;Manufacturing ;Manufacturing of Clothes and Accessories;1203
C151;C15.1;3;"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur";Manufacturing ;Manufacturing of Clothes and Accessories;1203
C1511;C15.11;4;"Tanning and dressing of leather; dressing and dyeing of fur";Manufacturing ;Manufacturing of Clothes and Accessories;1203
